platform,published_at,media_type,title_or_caption,url,views,likes,comments,shares,saves,estimated_minutes_watched,average_view_duration_seconds,subscribers_gained,engagement_rate_percent,channel_label,publishedAt,published_date,mediaType,post_type,titleOrCaption,reach,clicks,estimatedMinutesWatched,averageViewDurationSeconds,subscribersGained,engagementRatePercent,content_signal,recommended_action,facebook_reel_plays,facebook_3s_views,facebook_3s_unique_views,facebook_10s_views,facebook_15s_views,facebook_total_views_any,facebook_total_media_view,facebook_total_media_view_unique,estimated_actual_views,facebook_15s_view_rate_percent,facebook_plays_per_reached_person,facebook_avg_watch_seconds,reactions,length_seconds,facebook_metric_source,facebook_candidate_source,facebook_video_id_used,facebook_post_id_fallback,facebook_reactions_by_type,facebook_clicks_by_type,facebook_insight_metrics_returned,facebook_raw_metrics_json,page_name,asset_key,pillar,topic,post_date,engagement_rate,facebook_url,fbid,url_normalized,campaign,short_num,already_crossposted,book_or_offer,content_pillar,cta
FB-Image-PrehistoricMemories,2026-05-22,IMAGE,What if the asteroid had missed? Paleontologist Dale Russell proposed that Troodon formosus — one of the most intelligen...,https://www.facebook.com/photo?fbid=122097665235336301,0,3,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,3.0,,,,,,,,,,Prehistoric Memories,PM-FB-01,Ancient Life,What if the asteroid had missed? The Dinosauroid,2026-05-22,0.0,https://www.facebook.com/122100168117336301/posts/122097665397336301,122097665235336301,https://www.facebook.com/photo?fbid=122097665235336301,—,—,,Prehistoric Memories,—,—
FB-Image-PrehistoricMemories,2026-05-22,IMAGE,"You are part Neanderthal. If your ancestry is non-African, approximately 1–4% of your genome came from Neanderthals, who...",https://www.facebook.com/photo?fbid=122097635757336301,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,Prehistoric Memories,PM-FB-01,Human Origins,You are part Neanderthal — what you inherited,2026-05-22,0.0,https://www.facebook.com/122100168117336301/posts/122097635865336301,122097635757336301,https://www.facebook.com/photo?fbid=122097635757336301,—,—,,Prehistoric Memories,—,—
FB-Image-PrehistoricMemories,2026-05-22,IMAGE,"Göbekli Tepe is 12,000 years old. That's 6,000 years before Stonehenge. 7,000 years before the pyramids. And it was buil...",https://www.facebook.com/photo?fbid=122097634005336301,0,7,0,1,0,0.0,0.0,0,0.0,,,,,,,0.0,14.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,7.0,,,,,,,,,,Prehistoric Memories,PM-FB-01,Lost & Forgotten,"Göbekli Tepe — 12,000 years old, deliberately buried",2026-05-22,0.0,https://www.facebook.com/122100168117336301/posts/122097634089336301,122097634005336301,https://www.facebook.com/photo?fbid=122097634005336301,—,—,,Prehistoric Memories,—,—
FB-Image-PrehistoricMemories,2026-05-22,IMAGE,"About 4.5 billion years ago, a Mars-sized rock called Theia slammed into the early Earth. The impact was so catastrophic...",https://www.facebook.com/photo?fbid=122097632127336301,0,5,1,2,0,0.0,0.0,0,0.0,,,,,,,0.0,17.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,5.0,,,,,,,,,,Prehistoric Memories,PM-FB-01,Cosmic Origins,Theia impact — how the Moon formed,2026-05-22,0.0,https://www.facebook.com/122100168117336301/posts/122097632199336301,122097632127336301,https://www.facebook.com/photo?fbid=122097632127336301,—,—,,Prehistoric Memories,—,—
FB-Image-PrehistoricMemories,2026-05-22,IMAGE,You may be carrying the DNA of a human species we only discovered in 2010. The Denisovans were identified from a single ...,https://www.facebook.com/photo?fbid=122097630519336301,0,2,1,0,0,0.0,0.0,0,0.0,,,,,,,0.0,9.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,2.0,,,,,,,,,,Prehistoric Memories,PM-FB-01,Human Origins,Denisovans — ghost species discovered from one finger bone,2026-05-22,0.0,https://www.facebook.com/122100168117336301/posts/122097630609336301,122097630519336301,https://www.facebook.com/photo?fbid=122097630519336301,—,—,,Prehistoric Memories,—,—
FB-Image-PrehistoricMemories,2026-05-22,IMAGE,"Meet Patagotitan mayorum — the largest animal to ever walk the Earth. At 121 feet long and 76 tons, this titanosaur make...",https://www.facebook.com/photo?fbid=122097629403336301,0,1,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,6.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,1.0,,,,,,,,,,Prehistoric Memories,PM-FB-01,Ancient Life,Patagotitan mayorum — largest animal to walk Earth,2026-05-22,0.0,https://www.facebook.com/122100168117336301/posts/122097629505336301,122097629403336301,https://www.facebook.com/photo?fbid=122097629403336301,—,—,,Prehistoric Memories,—,—
FB-Image-PrehistoricMemories,2026-05-22,IMAGE,What the Blood Knows is live on Amazon. A novel of inherited memory. Book One of The Waking Series.,https://www.facebook.com/122100168117336301/posts/122097622347336301,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,Prehistoric Memories,,—,—,2026-05-22,0.0,https://www.facebook.com/122100168117336301/posts/122097622347336301,,https://www.facebook.com/permalink/122097622347336301,—,—,,Prehistoric Memories,—,—
FB-Image-TheProtocolLab,2026-06-09,IMAGE,The afternoon energy dip — typically between 1pm and 3pm — is not a willpower failure. It is a programmed circadian even...,https://www.facebook.com/photo?fbid=122106425391348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,Brain & Cognition,The Two-Hour Afternoon Slump Is Not Laziness — It Is Biology,2026-05-31,0.0,https://www.facebook.com/122096332239348222/posts/122106425913348222,122106425391348222,https://www.facebook.com/photo?fbid=122106425391348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-06-08,IMAGE,Magnesium is involved in over 300 enzymatic reactions in the human body. Nearly half of Americans don't get enough of it...,https://www.facebook.com/photo?fbid=122105577387348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,Brain & Cognition,Magnesium — Why 48% of Americans Are Deficient and What It Costs Them,2026-05-29,0.0,https://www.facebook.com/122096332239348222/posts/122105577537348222,122105577387348222,https://www.facebook.com/photo?fbid=122105577387348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-06-04,IMAGE,Your brain produces toxic waste every day. Beta-amyloid. Tau protein. Metabolic byproducts of neural activity.  There is...,https://www.facebook.com/photo?fbid=122102622555348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,Brain & Cognition,Your Brain Produces Toxic Waste Every Day — Sleep Is the Only Way to Clear It,2026-05-29,0.0,https://www.facebook.com/122096332239348222/posts/122102622975348222,122102622555348222,https://www.facebook.com/photo?fbid=122102622555348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-06-03,IMAGE,Did ya know your body replaces almost every cell it has — but most of your brain neurons are the ones you were born with...,https://www.facebook.com/photo?fbid=122101770249348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,Brain & Cognition,Your Body Replaces Itself — But Not the Way You Think,2026-06-03,0.0,https://www.facebook.com/122096332239348222/posts/122101770411348222,122101770249348222,https://www.facebook.com/photo?fbid=122101770249348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-06-02,IMAGE,"The markers most doctors don't order are the ones that matter most.  The Longevity Numbers Protocol — 25 biomarkers, opt...",https://www.facebook.com/photo?fbid=122101049733348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,,—,—,2026-06-02,0.0,https://www.facebook.com/122096332239348222/posts/122101050117348222,122101049733348222,https://www.facebook.com/photo?fbid=122101049733348222,—,—,False,The Longevity Numbers Protocol,—,—
FB-Image-TheProtocolLab,2026-06-02,IMAGE,Creatine is the most studied performance supplement in history. Most people think it's for bodybuilders.  After 50 it ma...,https://www.facebook.com/photo?fbid=122100958539348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,Muscle & Strength,Creatine After 50 — Not Just for Bodybuilders. It Is for Your Brain.,2026-05-29,0.0,https://www.facebook.com/122096332239348222/posts/122100958605348222,122100958539348222,https://www.facebook.com/photo?fbid=122100958539348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-06-01,IMAGE,Alcohol sedates you. It does not help you sleep.  Two drinks within 3 hours of bed dramatically suppresses slow-wave sle...,https://www.facebook.com/photo?fbid=122100297345348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,Sleep Architecture,The Real Reason Alcohol Destroys Your Sleep,2026-05-29,0.0,https://www.facebook.com/122096332239348222/posts/122100297429348222,122100297345348222,https://www.facebook.com/photo?fbid=122100297345348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-05-28,IMAGE,"Most people track nothing. Or they track the wrong things.  After 50, these five numbers tell you almost everything you ...",https://www.facebook.com/photo?fbid=122097780129348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,,—,—,2026-05-28,0.0,https://www.facebook.com/122096332239348222/posts/122097780141348222,122097780129348222,https://www.facebook.com/photo?fbid=122097780129348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-05-27,IMAGE,The RDA for protein is 0.8g per kg of bodyweight.  That number was calculated to prevent deficiency in sedentary young a...,https://www.facebook.com/photo?fbid=122096761233348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,Nutrition & Longevity,The RDA for Protein Will Make You Weak After 50. Here Is What the Research Actually Says.,2026-05-24,0.0,https://www.facebook.com/122096332239348222/posts/122096761275348222,122096761233348222,https://www.facebook.com/photo?fbid=122096761233348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-05-26,IMAGE,VO2 max — the maximum rate at which your body can use oxygen during exercise — is the single strongest predictor of all-...,https://www.facebook.com/photo?fbid=122096205501348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,5.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,Cardiovascular & Longevity,VO2 Max Predicts Your Death Better Than Any Other Biomarker. You Can Improve It at Any Age.,2026-05-24,0.0,https://www.facebook.com/122096332239348222/posts/122096205513348222,122096205501348222,https://www.facebook.com/photo?fbid=122096205501348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-05-25,IMAGE,"Only 12% of American adults have optimal metabolic health across all five markers: blood glucose, blood pressure, HDL ch...",https://www.facebook.com/photo?fbid=122095987611348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,1.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,Hormones & Metabolism,88% of Americans Are Metabolically Unhealthy. Most Do Not Know It.,2026-05-24,0.0,https://www.facebook.com/122096332239348222/posts/122095987647348222,122095987611348222,https://www.facebook.com/photo?fbid=122095987611348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-05-25,IMAGE,Total cholesterol is an almost meaningless number for predicting cardiovascular risk.  The number that matters: LDL part...,https://www.facebook.com/photo?fbid=122095619199348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,Metabolism & Biomarkers,Your Doctor Looks at Total Cholesterol. The Number That Actually Matters Is Different.,2026-05-24,0.0,https://www.facebook.com/122096332239348222/posts/122095619211348222,122095619199348222,https://www.facebook.com/photo?fbid=122095619199348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-05-24,IMAGE,"Total testosterone declines roughly 1% per year after 30. By 50, many men have lost 20–30% of their peak levels.  But th...",https://www.facebook.com/photo?fbid=122095108833348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,Hormones & Metabolism,Testosterone Drops 1% Per Year After 30. Here Is What Accelerates It.,2026-05-24,0.0,https://www.facebook.com/122096332239348222/posts/122095108899348222,122095108833348222,https://www.facebook.com/photo?fbid=122095108833348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-05-24,IMAGE,"Mitochondria are the power plants of every cell in your body.  After 50, mitochondrial function declines. Fewer mitochon...",https://www.facebook.com/photo?fbid=122095108089348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,Cardiovascular & Zone 2,Zone 2 Training Is the Most Powerful Longevity Tool Available.,2026-05-24,0.0,https://www.facebook.com/122096332239348222/posts/122095108227348222,122095108089348222,https://www.facebook.com/photo?fbid=122095108089348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-05-24,IMAGE,Sarcopenia — age-related muscle loss — begins in your 30s and accelerates after 50.  1–2% of muscle mass lost per year. ...,https://www.facebook.com/photo?fbid=122095106703348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,Muscle & Strength,After 50 You Lose 1% of Muscle Per Year. Unless You Do This.,2026-05-24,0.0,https://www.facebook.com/122096332239348222/posts/122095107069348222,122095106703348222,https://www.facebook.com/photo?fbid=122095106703348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-05-24,IMAGE,One night of sleep deprivation raises beta-amyloid in the human brain by 17%.  Beta-amyloid is the protein that accumula...,https://www.facebook.com/photo?fbid=122095019493348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,2.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,Sleep Architecture,One Night of Bad Sleep Raises Alzheimer Protein by 17%,2026-05-24,0.0,https://www.facebook.com/122096332239348222/posts/122095019637348222,122095019493348222,https://www.facebook.com/photo?fbid=122095019493348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-05-24,IMAGE,"After 50, the hippocampus shrinks 1–2% every year.  That's the region responsible for learning and memory. Most people a...",https://www.facebook.com/photo?fbid=122095016709348222,0,1,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,9.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,1.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,Brain & Cognition,Your Brain Shrinks After 50. One Exercise Grows It Back.,2026-05-24,0.0,https://www.facebook.com/122096332239348222/posts/122095017285348222,122095016709348222,https://www.facebook.com/photo?fbid=122095016709348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-05-24,IMAGE,One fact. One mechanism. One protocol. Every post.  The Protocol Lab breaks down the science of what actually happens to...,https://www.facebook.com/122096332239348222/posts/122095014495348222,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,,—,—,2026-05-24,0.0,https://www.facebook.com/122096332239348222/posts/122095014495348222,,https://www.facebook.com/permalink/122095014495348222,—,—,,The Protocol Lab,—,—
FB-Image-TheProtocolLab,2026-05-23,IMAGE,"Most people track nothing. Or they track the wrong things.  After 50, these five numbers tell you almost everything you ...",https://www.facebook.com/photo?fbid=122094339873348222,0,0,0,1,0,0.0,0.0,0,0.0,,,,,,,0.0,4.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,The Protocol Lab,TPL-FB-01,The System,Five Numbers That Tell You Everything About Your Health After 50,2026-05-24,0.0,https://www.facebook.com/122096332239348222/posts/122094340065348222,122094339873348222,https://www.facebook.com/photo?fbid=122094339873348222,—,—,,The Protocol Lab,—,—
FB-Image-WillByron,2026-05-27,IMAGE,,https://www.facebook.com/122100295071338188/posts/122100251577338188?substory_index=2017504212183571,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,0.0,,,,,,,,,,Will Byron,,—,—,2026-05-27,0.0,https://www.facebook.com/122100295071338188/posts/122100251577338188?substory_index=2017504212183571,,https://www.facebook.com/permalink/122100251577338188,—,—,,Will Byron,—,—
